Filename,SMILES
C19858,COc1cc(O)cc(C/C=C(\C)CCC=C(C)C)c1O
C19859,COc1cc(O)c(C)c(C/C=C(\C)CCC=C(C)C)c1O
C19863,CC(C)(O)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
C19864,CC1(C)[C@@H](C(=O)OCc2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Cl)Cl
C19865,CC1(C)C[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C)[C@H](O)C1
C19867,CC(/C=C/C=C(\C)C(=O)O)=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
C19868,CC(/C=C/C=C(\C)C(=O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
C19869,CC(/C=C/C=C(\C)C(=O)O)=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O
C19870,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)(O)OP(=O)(O)O[C@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O[C@@H]3O[C@H](C(=O)O)[C@@H](O[C@@H]4O[C@@H]5COC(C)(C(=O)O)O[C@H]5[C@H](O)[C@@H]4O)[C@H](O)[C@H]3O)[C@H]2O)[C@H](O)[C@H]1O
C19875,CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1[C@@H](OP(=O)(O)O)O[C@H](CO[C@@H]2O[C@H](CO[C@]3(C(=O)O)C[C@@H](O[C@]4(C(=O)O)C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO[C@]5(C(=O)O)C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O5)O4)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](OP(=O)(O)O)[C@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@H]2NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](O)[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC
C19876,CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1[C@@H](OP(=O)(O)O)O[C@H](CO[C@@H]2O[C@H](CO[C@]3(C(=O)O)C[C@@H](O[C@]4(C(=O)O)C[C@@H](O[C@]5(C(=O)O)C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O5)[C@@H](O)[C@@H]([C@H](O)CO[C@]5(C(=O)O)C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O5)O4)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](OP(=O)(O)O)[C@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@H]2NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](O)[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC
C19877,CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1[C@@H](OP(=O)(O)O)O[C@H](CO[C@@H]2O[C@H](CO[C@]3(C(=O)O)C[C@@H](OP(=O)(O)O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](OP(=O)(O)O)[C@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@H]2NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](O)[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC
C19878,O=P(O)(O)OC[C@@H](O)[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O
C19879,O=P(O)(O)OC[C@@H](O)[C@H]1O[C@H](OP(=O)(O)O)[C@@H](O)[C@@H](O)[C@@H]1O
C19880,O=P(O)(O)O[C@H]1O[C@H]([C@H](O)CO)[C@@H](O)[C@H](O)[C@@H]1O
C19881,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H]([C@H](O)CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
C19882,O=P(O)(O)OC[C@@H](O)[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O
C19883,CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1[C@@H](OP(=O)(O)O)O[C@H](CO[C@@H]2O[C@H](CO[C@]3(C(=O)O)C[C@@H](O[C@]4(C(=O)O)C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O4)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](OP(=O)(O)O[C@H]3OC[C@H](N)[C@H](O)[C@H]3O)[C@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@H]2NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](O)[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC
C19884,CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1[C@@H](OP(=O)(O)O[C@H]2OC[C@H](N)[C@H](O)[C@H]2O)O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](OP(=O)(O)O)[C@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@H]2NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](O)[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC
C19885,*N[C@@H](CCC(=O)O)C(=O)O
C19886,*N[C@@H](CCC(=O)N[C@@H](CCCC(=O)O)C(=O)O)C(=O)O
C19890,CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@H]1[C@H](OP(=O)(O)O[C@H]2OC[C@H](N)[C@H](O)[C@H]2O)[C@@H](CO[C@]2(C(=O)O)C[C@@H](O[C@]3(C(=O)O)C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O)[C@@H]([C@H](O)CO)O2)O[C@@H](OC[C@H]2O[C@H](OP(=O)(O)O)[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)[C@@H]1NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC
C19891,O[C@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O
C19892,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)C=O)C(C)(C)CCC1
C19893,CC1=C2C[C@H](C(C)(C)O)CC[C@]2(C)CCC1
C19894,CC(/C=C/C=C(C)/C=C/C=C(\C)CCCC(C)(C)O)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C=C(/C)CCCC(C)(C)O
C19895,COc1ccc(C2CC(=O)c3ccccc3O2)cc1
C19896,O=C1CC(c2ccc(O)cc2)Oc2ccccc21
C19907,c1cc[nH]c1
C19908,C=C1CCCC(C)(C)[C@]12CC=C(C)CC2
C19909,CC(=O)N[C@@H]1[C@@H](O)C[C@](O)(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO
C19910,CC(=O)N[C@@H]1[C@@H](O)C[C@@](O)(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO
C19911,O=C(O)CNCC(=O)O
C19918,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)C3=CC[C@]12C
C19931,CC(=O)O[C@@H]1C2[C@H]3C[C@H]4C5=Nc6ccccc6[C@]51C[C@@H]2N4[C@@H](C)[C@@H]3CO
C19932,CC(=O)O[C@@H]1C2[C@@H]3C[C@@]14C(=Nc1ccccc14)[C@@H]1C[C@H]2[C@@H](C=O)[C@H](C)N13
C19933,C/C=C/C=C/CCCC/C=C/c1cc(OC)c(CO)c(=O)o1
C19934,C/C=C/C=C/CCCC/C=C/c1cc(OC)c(C=O)c(=O)o1
C19935,[N-]=[N+]=[N-]
C19936,CC/C=C\C/C=C\C=C\[C@@H](CCCCCCCC(=O)O)OO
C19937,CCCCC/C=C\C[C@H](/C=C/CCCCCCC(=O)O)OO
C19938,C[C@@H]1CC[C@H]2C(CO)=C[C@@H]3CC(C)(C)CC312
C19939,C[C@@H]1CC[C@H]2C(C=O)=C[C@@H]3CC(C)(C)CC312
C19942,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=C[C@@H](O)[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
C19943,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
C19944,Cc1ccc(O)cc1CC[C@@H]1C(=O)CC[C@]2(C)C(=O)CC[C@@H]12
C19945,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)C/C=C\CC(=O)O
C19946,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)C/C=C\CC=O
C19947,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](C)[C@H](O)[C@H](N)[C@H]3O)O2)c(=O)[nH]c1=O
C19948,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](C)[C@H](O)[C@H](N(C)C)[C@H]3O)O2)c(=O)[nH]c1=O
C19960,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](C)[C@H](O)C(=O)[C@H]3O)O2)c(=O)[nH]c1=O
C19961,CC(=O)N[C@@H]1[C@@H](O)[C@@H](N)[C@H](C)O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1O
C19962,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\CO)C(C)(C)CCC1
C19963,C/C(=C\CO)CC[C@]1(C)[C@@H](C)CC=C2[C@H]1CCCC2(C)C
C19964,C=C[C@@](C)(O)CC[C@]1(C)[C@@H](C)CC=C2[C@H]1CCCC2(C)C
C19965,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)O[C@H](CO)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2OC(C(=O)O)=C[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
C19966,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)O[C@H](CO)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
C19967,Nc1nc(=O)c2[nH]c(=O)n([C@H]3C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O3)c2[nH]1
C19968,Nc1nc(=O)c2[nH]c(=O)n([C@H]3C[C@H](O)[C@@H](COP(=O)(O)O)O3)c2[nH]1
C19969,Nc1nc(O)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1
C19970,Nc1nc(O)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)O)O1
C19971,CC(=O)N[C@H]1[C@H](C)O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](NC(C)=O)[C@H]1O
C19972,CC(=O)N[C@H]1[C@H](C)O[C@H](O)[C@H](NC(C)=O)[C@H]1O
C19973,C=C1CC/C=C(\C)CC[C@H]2[C@H]1CC2(C)C
C19974,CC1(C)C[C@@H]2[C@@H]1CC[C@]1(C)CCC[C@@]2(O)C1
C19975,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C1/CC=CC=CO1
C20045,COc1ccc2c3c4n(c2c1)[C@@H](C=C(C)C)OOC(C)(C)C[C@@H]4N1C(=O)[C@@H]2CCCN2C(=O)[C@]1(O)[C@H]3O
C20062,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC12C=CC=CC1O2
C20082,CC(=O)N[C@@H]([C@H](C)O)[C@@H]1O[C@](O)(C(=O)O)C[C@H](O)[C@@H]1NC(C)=O
C20083,CC(=O)N[C@@H]([C@H](C)O)[C@@H]1O[C@](OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(N)nc3=O)[C@H](O)[C@@H]2O)(C(=O)O)C[C@H](O)[C@@H]1NC(C)=O
C20119,*[C@H](N)C(=O)N[C@@H](*)C(=O)N[C@@H](CS)C(=O)N[C@@H](*)C(=O)N[C@@H](*)C(=O)N[C@@H](*)C(=O)O
C20120,*[C@H](N)C(=O)N[C@@H](*)C(=O)N[C@@H](CSC/C=C(\C)CC/C=C(\C)CCC=C(C)C)C(=O)N[C@@H](*)C(=O)N[C@@H](*)C(=O)N[C@@H](*)C(=O)O
C20143,CC(CO)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
C20144,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
C20145,CC1=C[C@@]23CC[C@@H]4C(C)(C)CCC[C@@]4(C)[C@@H]2CC[C@@H]1C3
C20146,CC1=C[C@@]23CC[C@@H]4C(C)(C)C[C@@H](O)C[C@@]4(C)[C@@H]2CC[C@@H]1C3
C20147,C=C[C@]1(C)CC[C@@H]2C(=CC[C@H]3[C@@](C)(CO)CCC[C@]23C)C1
C20148,C=C[C@]1(C)CC[C@@H]2C(=CC[C@H]3[C@@](C)(C=O)CCC[C@]23C)C1
C20149,C=C[C@]1(C)CC[C@@H]2C(=CC[C@H]3[C@@](C)(C(=O)O)CCC[C@]23C)C1
C20150,C=CC1=C[C@@H](O)[C@@H]2[C@H](CC[C@@H]3C(C)(C)CCC[C@@]23C)[C@@H]1C
C20151,C=C1[C@@H](OC(C)=O)CC[C@@]2(C)C[C@H](O)C3=C(C)C[C@H](O)[C@@H](C[C@H]12)C3(C)C
C20152,C=C1[C@@H](OC(C)=O)CC[C@]2(C)[C@@H]1C[C@@H]1C[C@H](OC(C)=O)C(C)=C([C@@H](OC(C)=O)[C@@H]2OC(C)=O)C1(C)C
C20153,C=C1[C@@H](OC(C)=O)C[C@H](O)[C@]2(C)[C@@H]1C[C@@H]1C[C@H](OC(C)=O)C(C)=C([C@@H](OC(C)=O)[C@@H]2OC(C)=O)C1(C)C
C20154,COc1cc(O)cc(/C=C/c2ccc(O)cc2)c1
C20155,Nc1nc2[nH]c(=O)[nH]c2c(=O)[nH]1
C20156,CC(=O)N[C@H]1[C@@H](O)[C@@H](C)O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2O)[C@@H]1O
C20158,CC1=CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CC/C(C)=C/CO
C20159,C=C(C)[C@H]1CC[C@@]2(C)CCC=C(C)[C@@H]2C1
C20161,C=C(C)[C@@H]1CC[C@H](C)C2=C(C1)[C@@H](C)CC2
C20162,CC1=C2CC[C@@H](C)[C@H]2[C@H]2[C@@H](CC1)C2(C)C
C20163,C=C(C)[C@@H]1CC[C@@]2(C)CCC=C(C)[C@H]2C1
C20172,CC(C)[C@@H]1CC[C@@H](C)[C@@]23CC[C@](C)(O)C2[C@@H]13
C20173,C=C1CC[C@@H](C(C)C)[C@@H]2C=C(C)CC[C@@H]12
C20174,C=C(C)[C@@H]1CCC(C)=C2CC[C@H](C)[C@@H]2C1
C20175,C/C1=C\[C@H]2[C@@H](CC/C(C)=C/CC1)C2(C)C
C20176,Nc1nc(=O)c2[nH]c(=O)n([C@H]3C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O3)c2[nH]1
C20177,CC(C)=CCC[C@@H](C)[C@@]12CC=C(C)[C@@H]1C2
C20178,CC(C)=CCC[C@H](C)[C@@]12CC=C(C)[C@@H]1C2
C20179,CC(C)=CCC[C@@H](C)C1=CC=C(C)CC1
C20180,CC1=CC=C([C@]2(C)CCCC2(C)C)CC1
C20181,C[C@@H]1CC[C@H](O)[C@@]2(C)CC[C@@H]3[C@H]([C@H]12)C3(C)C
C20182,CC1=C[C@H]2C(=C(C)CC[C@@H]2C(C)C)CC1
C20183,C[n+]1cn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21
C20184,CC1=C[C@@H]2[C@@H](C(C)C)CC[C@@](C)(O)[C@@H]2CC1
C20185,C=C/C(C)=C/C[C@@H]1C(=C)CC[C@H]2C(C)(C)CCC[C@@]21C
C20186,CCCCC/C=C\C/C=C\[C@H](O)CC[C@@H](O)CCCC(=O)O
C20187,C=C1CC[C@H](O)C(C)(C)[C@@H]1CC/C(C)=C/CCC1=C(C)CC[C@@]2(C)CCC(C)(C)C[C@@H]12
C20188,CC1(C)CC[C@]2(C)CC[C@]3(C)[C@H]4CC=C5[C@@H](CC[C@H](O)C5(C)C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1
C20189,CC(C)=CCC[C@]1(C)CC[C@]2(C)[C@H]3CC[C@H]4C(C)(C)[C@@H]5CC[C@]4(O5)[C@]3(C)CC[C@@]2(C)C1
C20190,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
C20191,CC1=CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@H]1CCC1=C(C)CC[C@@]2(C)CC[C@@H](C)[C@H](C)[C@@H]12
C20192,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@@]1(C)[C@H](CCC=O)C(=C(C)C)CC[C@H]1C
C20193,CC1=CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@H]1CCC1=C(C)CC[C@@]2(C)CCC(C)(C)C[C@@H]12
C20194,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=C2C1)CC[C@@H]1[C@@]2(C)CC[C@H](O)C(C)(C)[C@@H]2CC[C@]13C
C20195,CC(C)=CCC[C@H](C)[C@@H]1CC[C@]2(C)C3=CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]12C
C20198,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O
C20199,C[C@]12CCC(=O)[C@@H](CCC(=O)O)[C@@H]1CCC2=O
C20200,CC(C)=CCC[C@]1(C)CC[C@]2(C)[C@H]3CC=C4[C@@H](CC[C@H](O)C4(C)C)[C@]3(C)CC[C@@]2(C)C1
C20201,COc1cc([C@@H]2[C@@H](C)C=C[C@H]3CCCC[C@H]32)oc(=O)c1C=O
C20208,C=C1CC[C@@]23C[C@@H]1C[C@@H]2CC[C@H]1[C@@](C)(C(=O)O)CCC[C@@]13C
C20221,C=CC(C)(O)CC/C=C(\C)C=O
C20222,C/C(=C\CC/C(C)=C/C=O)CO
C20223,C/C(C=O)=C\CC/C(C)=C/CO
C20224,*C(=O)OC/C=C/c1ccc(O)c(OC)c1
C20225,COc1cc(/C=C/COC(C)=O)ccc1O
C20226,O=C(C(=O)c1ccccc1)c1ccccc1
C20227,O=C(c1ccccc1)[C@@H](O)c1ccccc1
C20228,O=C(c1ccccc1)[C@H](O)c1ccccc1
C20229,C/C1=C\CC(C)(C)/C=C/C(O)/C(C)=C/CC1
C20230,C=C1CC[C@]2(C(C)C)C[C@H]12
C20231,NC(=O)N/C=C\C(=O)OO
C20232,C/C(=C/NC(N)=O)C(=O)OO
C20233,O=C1CCC[C@@H]2[C@@H]3C[C@@H](CN12)[C@@H]1CCCCN1C3O
C20234,CC(CCNC(=N)N)C(=O)C(=O)O
C20235,CC(C)=CCC/C(C)=C(\C)COP(=O)(O)OP(=O)(O)O
C20236,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O
C20237,O=P(O)(O)O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
C20238,CC[C@H](C(=O)O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
C20239,Nc1nc2c(c(=O)[nH]1)NC(C(=O)O)CN2
C20240,C/C=C\C=C(/O)C(=O)O
C20241,CC1(C)C2CC3C(C2)C31C
C20242,C=C1CC[C@@]2(C(C)C)C[C@@H]12
C20243,CC1(C)C2CCC1(C)[C@](C)(O)C2
C20244,C=C1CC[C@@H]2C[C@H]1C2(C)C
C20245,CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1OP(=O)(O)O
C20246,CC1=N[C@@H](C(=O)O)S/C1=C\COP(=O)(O)O
C20247,Cc1nc(C(=O)O)sc1CCOP(=O)(O)O
C20248,Nc1nc2[nH]cc(C(=O)O)c2c(=O)[nH]1
C20249,N/C=C\C(=O)OO
C20250,C/C(=C/N)C(=O)OO
C20251,O=C1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
C20252,C[C@]12CC[C@H]3[C@@H](CC=C4CC(=O)CC[C@@]43C)[C@@H]1CCC2=O
C20253,N/C=C\C(=O)O
C20254,NC(=O)N/C=C\C(=O)O
C20258,O=C(O)C1=N[C@H](C(=O)O)C[C@H](O)C1
C20260,CC(C)[C@]12CC(=O)[C@@H](C)[C@H]1C2
C20261,CC(C)[C@]12C[C@H](O)[C@@H](C)[C@H]1C2
C20262,C/C1=C\CC(C)(C)/C=C/C(=O)/C(C)=C/CC1
C20263,C[C@H](O)[C@@H](O)C1=Nc2c(nc(N)[nH]c2=O)NC1
C20264,C[C@H](O)[C@@H](O)C1CNc2nc(N)[nH]c(=O)c2N1
C20265,CC(C)=CCC/C(C)=C/CC12OC1(C)C(=O)c1ccccc1C2=O
C20267,Cc1ncc(CN)c(N)n1
C20270,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC[C@@H]1[C@@]2(C)CCCC(C)(C)[C@@H]2CC[C@@]1(C)O
C20271,CC1=CC(=O)[C@H](CC(=O)O)C1(C)C
C20272,CC1=C[C@@H]2[C@H](CC1)C(C)=CC[C@H]2C(C)C
C20273,C=C1CC[C@@H](C(C)C)[C@@H]2C=C(C)CC[C@H]12
C20274,C=C1CC[C@H]2[C@H]3C1[C@@]2(C)CC[C@H]3C(C)C
C20275,C=C1C2CCC3C2[C@H](C(C)C)CC[C@]13C
C20276,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC[C@@H](C)C1=CCC(C)=CC1
C20277,C[C@H](CCN)[C@@H](N)C(=O)O
C20292,C[N+](C)(C)C
C20307,C=C(CO)[C@@H]1CC[C@@H](C)[C@@H]2CCC(C)=C[C@@H]21
C20308,C=C(C=O)[C@@H]1CC[C@@H](C)[C@@H]2CCC(C)=C[C@@H]21
C20309,C=C(C(=O)O)[C@@H]1CC[C@@H](C)[C@@H]2CCC(C)=C[C@@H]21
C20310,CC[C@H](C)[C@H](NO)C(=O)O
C20311,CC[C@H](C)[C@@H](C(=O)O)N(O)O
C20313,CC(C)[C@H](NO)C(=O)O
C20314,CC(C)[C@@H](C(=O)O)N(O)O
C20320,CC12C(=O)CC(CC1=O)C2(C)C
C20321,CC1=CC(=O)O[C@H](CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(=O)(O)O)C1(C)C
C20322,CC1(C)C2CC(=O)[C@]1(C)C(O)C2
C20323,CC1(C)C2CC(=O)[C@]1(C)C(O)C2
C20324,CC1C(=O)C[C@@H](CC(=O)O)C1(C)C
C20325,CC1=C[C@H]2[C@@H](CC1)[C@H](C)CC[C@H]2[C@@H](C)C=O
C20326,CC1(C)OC2(C)CCC1CC2O
C20328,CC(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O
C20329,CC(C)C1=CC2=CC[C@H]3[C@](C)(C(O)O)CCC[C@]3(C)[C@H]2CC1
C20330,N=C(N)NC(O)CC[C@H](N)C(=O)O
C20331,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C2OC2/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1
C20332,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(O)C(O)/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1
C20333,CC(=O)N(O)CCCC[C@H](NC(=O)CC(O)(CC(=O)O)C(=O)O)C(=O)O
C20345,C=C(C)CCOP(=O)(O)O
C20350,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
C20351,N[C@H]1C[C@@H](N)[C@H](O)[C@@H](O)[C@@H]1O[C@H]1O[C@H](C=O)[C@@H](O)[C@H](O)[C@H]1O
C20352,CC(C)=CCC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)(O)O[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
C20353,N[C@H]1C[C@@H](N)[C@H](O)[C@@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
C20354,C[C@@H]1OC(O)[C@H](O)[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O
