Reaction,hasRBP,reactionType
R09372,1,4.0
R02909,0,4.0
R06717,0,5.0
R00970,0,5.0
R09265,0,3.0
R01868,1,4.0
R04947,0,4.0
R12055,0,5.0
R00082,0,4.0
R10503,0,5.0
R11322,0,5.0
R01668,1,0.0
R09212,0,4.0
R02294,1,5.0
R08453,0,5.0
R04775,0,7.0
R12705,0,
R07002,1,5.0
R06777,0,7.0
R07009,0,7.0
R09959,0,3.0
R02905,0,7.0
R00388,0,4.0
R07171,0,4.0
R10368,0,4.0
R06565,0,7.0
R02791,0,5.0
R04372,1,0.0
R06127,1,5.0
R11119,0,4.0
R08756,0,4.0
R02662,1,5.0
R03971,1,5.0
R06473,0,7.0
R07804,0,4.0
R03648,1,2.0
R08136,0,4.0
R03650,1,2.0
R10620,0,5.0
R04756,1,1.0
R07895,1,5.0
R05422,0,4.0
R07947,0,7.0
R08230,0,5.0
R04420,1,1.0
R06051,1,5.0
R12608,0,5.0
R11892,1,5.0
R05848,0,7.0
R03701,1,5.0
R06517,1,5.0
R01350,0,0.0
R00943,1,2.0
R09103,0,4.0
R01451,1,4.0
R02740,1,1.0
R00312,0,7.0
R03684,0,7.0
R02339,0,4.0
R06405,0,4.0
R12094,0,7.0
R12068,0,4.0
R02763,0,3.0
R09236,0,4.0
R05238,1,4.0
R08367,0,5.0
R07583,0,0.0
R05934,0,5.0
R07819,0,0.0
R00927,1,5.0
R00112,1,4.0
R03681,0,5.0
R06849,0,7.0
R11575,0,7.0
R08239,1,5.0
R09380,0,5.0
R05989,0,5.0
R00351,1,5.0
R05479,0,7.0
R09434,0,7.0
R10559,0,4.0
R07698,0,4.0
R05963,1,0.0
R10360,0,7.0
R07145,1,4.0
R00263,0,7.0
R06871,0,0.0
R03983,1,5.0
R10150,0,7.0
R03313,1,4.0
R09832,0,0.0
R02344,0,7.0
R06725,0,7.0
R08551,1,4.0
R03407,1,4.0
R11387,0,4.0
R10959,0,5.0
R02798,0,7.0
R06761,0,7.0
R04856,0,0.0
R12071,0,4.0
R03836,0,7.0
R05125,0,7.0
R07870,0,7.0
R10865,0,5.0
R09438,0,7.0
R05278,0,4.0
R08193,1,1.0
R12660,0,7.0
R09454,0,4.0
R02856,0,7.0
R08293,0,4.0
R05616,0,5.0
R11666,0,7.0
R12459,1,4.0
R08343,0,4.0
R06038,0,5.0
R00835,1,4.0
R05302,0,7.0
R02959,0,7.0
R08308,0,7.0
R02108,0,0.0
R08456,0,7.0
R09175,0,7.0
R04163,0,4.0
R04659,0,5.0
R09440,0,7.0
R05935,0,5.0
R03433,0,5.0
R10689,0,0.0
R06114,1,0.0
R07884,0,5.0
R12768,0,
R08046,0,4.0
R02799,1,4.0
R05435,0,4.0
R07886,0,5.0
R05779,0,0.0
R10139,0,5.0
R07606,0,4.0
R08198,1,4.0
R02053,1,0.0
R11281,0,0.0
R01263,0,0.0
R02914,0,3.0
R04943,0,7.0
R02082,0,4.0
R06254,0,7.0
R00216,0,4.0
R07549,0,7.0
R07450,0,4.0
R03057,1,0.0
R08847,0,7.0
R10678,0,2.0
R05734,1,4.0
R00765,1,0.0
R06009,0,5.0
R04999,0,7.0
R08016,0,4.0
R08307,0,4.0
R02313,0,4.0
R01853,0,4.0
R12637,1,5.0
R02917,1,5.0
R10208,0,3.0
R08755,0,4.0
R08066,0,7.0
R08489,0,7.0
R07925,0,7.0
R11415,0,4.0
R08300,0,0.0
R05515,0,7.0
R00991,0,7.0
R11760,0,7.0
R02320,1,5.0
R06141,1,0.0
R12001,0,7.0
R07546,0,7.0
R04301,0,5.0
R11372,0,3.0
R03325,0,4.0
R10604,0,7.0
R02577,1,4.0
R07936,0,4.0
R10742,0,4.0
R07001,0,4.0
R00876,1,5.0
R04921,0,5.0
R05908,0,5.0
R08707,0,0.0
R06264,0,5.0
R08419,0,7.0
R10745,0,5.0
R07118,0,7.0
R02824,1,4.0
R07915,0,7.0
R04354,0,5.0
R01157,0,0.0
R12402,1,4.0
R05909,0,5.0
R00010,0,0.0
R09197,0,7.0
R11377,0,5.0
R07547,0,7.0
R10569,0,7.0
R07049,0,4.0
R00118,0,0.0
R06650,0,7.0
R10863,0,7.0
R00238,1,5.0
R09349,0,7.0
R06394,0,7.0
R07390,0,5.0
R07067,0,7.0
R08214,0,4.0
R06448,0,7.0
R05361,0,0.0
R11101,0,3.0
R08074,0,7.0
R03316,1,4.0
R01709,0,4.0
R01070,1,3.0
R07129,0,5.0
R03789,1,5.0
R08497,0,7.0
R09273,0,7.0
R08638,0,5.0
R02355,0,4.0
R11217,1,5.0
R06927,1,4.0
R03422,0,0.0
R07131,0,5.0
R05911,0,5.0
R06934,0,3.0
R05895,0,7.0
R07843,0,7.0
R06021,0,5.0
R04121,0,4.0
R03270,1,4.0
R08042,0,4.0
R01201,0,5.0
R02581,1,4.0
R12448,0,4.0
R01579,1,0.0
R02915,0,7.0
R03872,0,7.0
R05090,0,7.0
R07689,0,7.0
R07389,1,5.0
R05595,1,3.0
R10571,0,7.0
R12405,1,4.0
R09920,0,4.0
R01813,1,4.0
R08018,0,4.0
R12204,0,0.0
R08427,0,7.0
R02794,0,2.0
R03263,0,4.0
R05083,0,5.0
R05129,0,7.0
R01699,1,4.0
R10515,0,4.0
R11317,1,0.0
R01811,0,3.0
R07107,0,4.0
R06591,0,7.0
R08276,0,4.0
R00667,1,5.0
R11672,0,5.0
R07828,0,2.0
R03682,0,7.0
R08669,0,5.0
R10636,0,4.0
R00100,1,4.0
R12292,0,5.0
R00441,1,5.0
R08724,0,4.0
R08904,0,1.0
R08539,1,4.0
R09536,0,0.0
R04286,0,3.0
R11110,1,4.0
R08292,0,7.0
R07860,0,0.0
R10507,0,4.0
R02407,0,5.0
R03664,1,2.0
R02487,1,4.0
R04504,0,7.0
R02499,0,4.0
R05303,0,7.0
R07904,0,7.0
R07376,1,5.0
R06985,0,4.0
R09085,0,5.0
R08258,0,0.0
R05117,0,0.0
R10570,0,7.0
R08682,0,4.0
R09180,0,5.0
R07071,1,0.0
R06191,0,5.0
R04684,0,7.0
R05120,0,7.0
R09347,0,7.0
R08955,1,4.0
R07816,1,0.0
R05984,0,0.0
R03805,1,5.0
R04159,1,5.0
R08104,0,4.0
R12193,0,5.0
R10107,0,7.0
R06187,0,5.0
R03416,1,0.0
R09330,0,7.0
R11289,0,5.0
R11392,0,2.0
R11469,0,5.0
R00798,0,4.0
R06971,0,0.0
R09113,0,4.0
R09073,0,7.0
R02216,0,4.0
R11879,0,5.0
R05990,0,5.0
R09176,0,7.0
R06492,0,5.0
R03220,1,4.0
R00782,1,3.0
R03288,0,0.0
R06403,0,4.0
R05388,0,3.0
R02035,1,0.0
R06662,0,7.0
R06916,0,4.0
R11767,0,7.0
R09885,0,7.0
R01364,1,0.0
R10961,0,4.0
R02103,0,4.0
R10952,1,0.0
R01159,0,5.0
R12003,0,1.0
R00725,1,5.0
R08235,0,4.0
R03990,1,4.0
R06695,0,7.0
R08425,0,7.0
R05243,0,4.0
R01918,0,0.0
R03004,0,0.0
R09564,0,4.0
R00711,0,4.0
R05113,0,5.0
R00487,0,5.0
R08220,0,0.0
R09954,0,4.0
R11391,0,1.0
R01913,0,7.0
R04014,0,0.0
R02854,0,7.0
R03778,1,5.0
R06661,0,7.0
R11686,0,5.0
R05886,0,7.0
R08601,0,0.0
R08751,0,5.0
R10183,1,5.0
R04092,0,7.0
R06192,0,5.0
R02747,1,0.0
R04580,0,2.0
R04823,0,4.0
R03878,0,7.0
R03103,1,4.0
R11324,0,4.0
R04849,0,4.0
R09156,0,4.0
R12571,1,4.0
R09755,0,5.0
R01085,1,0.0
R08507,0,7.0
R05519,0,7.0
R10423,1,4.0
R04954,1,5.0
R04963,1,5.0
R05694,0,7.0
R07328,1,4.0
R08760,0,4.0
R05267,0,5.0
R03725,0,7.0
R02353,1,4.0
R06478,0,5.0
R12356,0,4.0
R01375,1,5.0
R05447,0,4.0
R01026,0,0.0
R01600,1,5.0
R08127,1,0.0
R07013,1,0.0
R04214,0,0.0
R06710,0,7.0
R06744,0,7.0
R00694,1,5.0
R05870,0,7.0
R02478,0,5.0
R08679,0,5.0
R08098,0,1.0
R10889,0,7.0
R00630,0,0.0
R08844,0,5.0
R03018,0,5.0
R12103,0,7.0
R06253,0,0.0
R02670,1,4.0
R04779,1,5.0
R08388,0,0.0
R02685,1,3.0
R07119,0,7.0
R09430,0,7.0
R00631,1,4.0
R01410,0,7.0
R00905,0,0.0
R04428,1,5.0
R08424,0,7.0
R04178,0,4.0
R11769,0,7.0
R02391,1,4.0
R04590,0,5.0
R10505,0,4.0
R06889,0,4.0
R01596,0,4.0
R04215,0,5.0
R04252,0,7.0
R04309,0,4.0
R07021,0,4.0
R07087,0,4.0
R02758,1,5.0
R02853,1,0.0
R10406,0,7.0
R07429,0,4.0
R01840,0,4.0
R11893,1,4.0
R02041,1,0.0
R06410,0,2.0
R11300,0,7.0
R08636,0,4.0
R12051,0,4.0
R03415,0,0.0
R00885,1,5.0
R06434,0,7.0
R09157,0,0.0
R04089,0,4.0
R06320,0,7.0
R07467,0,7.0
R01151,0,4.0
R07907,0,5.0
R10633,1,5.0
R02501,0,4.0
R06037,0,5.0
R11764,1,4.0
R09381,1,5.0
R08482,0,7.0
R05334,0,4.0
R03720,0,5.0
R04665,0,5.0
R02868,1,5.0
R10352,0,7.0
R06906,0,3.0
R06210,0,7.0
R08340,0,4.0
R11895,1,5.0
R04026,0,0.0
R08096,0,4.0
R07382,0,5.0
R05656,0,7.0
R11365,0,7.0
R10076,0,4.0
R08440,0,4.0
R10822,1,2.0
R07045,0,4.0
R07124,0,7.0
R00996,0,3.0
R06185,1,5.0
R02707,0,0.0
R07092,1,5.0
R06707,0,7.0
R07848,0,7.0
R06352,0,4.0
R07211,0,4.0
R00724,1,5.0
R01468,1,5.0
R12167,1,4.0
R05847,0,7.0
R00899,1,0.0
R11354,0,4.0
R08371,0,7.0
R08928,0,7.0
R11274,0,7.0
R00382,1,2.0
R04603,0,5.0
R04833,0,4.0
R09089,0,5.0
R03450,0,0.0
R08028,0,7.0
R11670,0,5.0
R05132,0,5.0
R03405,0,5.0
R07007,0,7.0
R04339,0,4.0
R04225,1,4.0
R07410,0,4.0
R12757,0,
R01253,0,4.0
R03176,0,4.0
R04843,0,4.0
R00919,0,4.0
R04249,0,4.0
R05583,0,4.0
R09241,0,4.0
R00706,1,4.0
R01842,0,4.0
R04364,0,5.0
R00955,0,5.0
R01332,0,0.0
R04100,1,1.0
R08733,0,2.0
R06702,0,7.0
R12516,0,0.0
R07297,1,0.0
R04683,0,5.0
R01863,1,5.0
R01274,1,0.0
R05445,0,7.0
R06496,0,5.0
R08231,1,5.0
R05890,0,7.0
R00200,1,5.0
R00557,0,4.0
R08252,0,7.0
R09048,0,7.0
R04273,1,1.0
R02979,0,4.0
R07206,0,4.0
R11896,1,0.0
R02984,0,1.0
R05691,1,4.0
R01394,0,1.0
R04681,1,4.0
R06597,0,7.0
R06921,0,4.0
R08877,0,7.0
R01167,0,3.0
R08338,0,7.0
R00146,1,4.0
R04090,0,0.0
R02237,0,2.0
R10882,0,4.0
R06879,0,4.0
R11258,1,0.0
R07735,0,7.0
R11947,1,4.0
R04835,0,4.0
R00720,0,0.0
R08387,0,5.0
R04224,1,3.0
R06472,0,7.0
R11661,0,7.0
R12140,0,7.0
R00802,0,0.0
R07894,1,4.0
R00988,0,0.0
R06941,1,4.0
R00439,1,5.0
R03376,1,4.0
R01963,1,0.0
R07725,0,7.0
R09847,0,7.0
R06635,0,5.0
R10097,0,7.0
R04483,1,4.0
R08176,1,0.0
R06899,0,7.0
R05045,0,7.0
R06603,0,7.0
R00185,1,5.0
R08365,0,1.0
R01931,1,5.0
R02580,0,4.0
R06087,0,0.0
R05610,0,7.0
R12434,0,7.0
R06089,0,5.0
R06917,1,4.0
R07793,0,4.0
R02404,1,2.0
R03380,1,5.0
R08478,0,7.0
R10125,0,4.0
R08283,0,4.0
R12317,1,4.0
R09249,1,5.0
R08298,0,7.0
R05472,0,7.0
R08418,0,7.0
R08041,0,7.0
R12606,0,5.0
R08436,0,7.0
R09439,0,7.0
R11902,0,5.0
R00333,1,5.0
R11047,0,7.0
R02750,0,5.0
R01421,0,0.0
R04208,1,2.0
R04959,1,4.0
R04470,1,0.0
R00428,0,0.0
R06599,0,7.0
R10479,0,7.0
R02694,1,5.0
R12541,0,4.0
R04855,0,4.0
R07452,0,4.0
R03897,0,7.0
R04269,0,7.0
R10477,0,7.0
R01520,0,4.0
R07495,1,4.0
R02224,0,7.0
R06637,0,5.0
R07387,1,0.0
R02565,1,4.0
R12501,0,4.0
R07935,1,3.0
R02705,1,5.0
R02887,0,0.0
R11903,0,0.0
R00070,0,7.0
R02723,0,4.0
R07871,0,7.0
R11907,0,7.0
R10548,1,5.0
R10737,0,5.0
R00893,0,4.0
R12427,0,5.0
R11045,0,5.0
R08858,0,5.0
R00598,0,7.0
R07986,0,7.0
R00274,1,4.0
R06436,0,4.0
R08389,0,5.0
R12537,0,0.0
R08426,0,7.0
R05116,0,5.0
R02584,1,5.0
R07677,0,0.0
R09051,0,7.0
R07162,0,4.0
R09384,1,5.0
R10830,1,0.0
R02834,0,4.0
R02869,1,5.0
R11432,0,7.0
R08911,0,7.0
R08510,0,4.0
R09307,0,7.0
R01123,0,1.0
R09149,0,4.0
R10566,0,7.0
R02892,0,4.0
R04807,0,4.0
R12145,0,7.0
R00716,0,4.0
R05840,0,7.0
R06993,0,7.0
R05410,0,4.0
R06490,0,5.0
R09957,1,4.0
R09992,1,4.0
R00292,1,5.0
R07875,0,5.0
R07690,0,7.0
R08215,0,4.0
R07749,0,7.0
R11233,0,3.0
R08390,0,4.0
R01993,1,0.0
R07313,1,3.0
R07784,0,7.0
R01176,0,2.0
R00183,1,0.0
R12443,0,5.0
R04813,1,3.0
R08439,0,7.0
R04977,0,7.0
R04972,0,3.0
R08817,0,5.0
R10755,0,7.0
R05846,0,7.0
R07022,0,4.0
R06077,0,0.0
R04188,0,5.0
R08561,0,7.0
R08402,0,7.0
R08824,0,5.0
R10302,0,7.0
R04969,0,4.0
R04857,0,0.0
R07083,1,5.0
R04719,0,7.0
R04582,0,2.0
R12141,0,4.0
R07000,0,4.0
R06480,0,7.0
R04610,0,5.0
R02618,0,4.0
R01769,0,4.0
R01101,1,0.0
R08254,0,7.0
R09461,0,4.0
R07486,1,4.0
R10651,1,5.0
R09206,0,4.0
R09214,0,4.0
R05925,0,5.0
R07861,0,4.0
R11236,0,7.0
R11564,1,0.0
R02027,0,0.0
R06908,0,5.0
R02520,0,4.0
R06262,1,5.0
R05760,0,7.0
R08969,0,5.0
R09851,0,7.0
R12118,1,4.0
R10876,0,5.0
R09039,0,0.0
R12048,0,4.0
R02181,0,5.0
R11505,0,4.0
R07734,0,4.0
R12300,0,2.0
R05232,0,7.0
R06474,0,7.0
R06778,0,7.0
R10159,1,4.0
R09104,0,4.0
R04494,1,5.0
R08857,0,5.0
R03024,1,0.0
R06207,0,0.0
R01686,0,5.0
R05089,0,7.0
R09324,0,5.0
R10828,1,4.0
R06876,0,4.0
R11695,0,7.0
R09064,0,5.0
R07063,1,4.0
R02367,1,5.0
R04257,0,4.0
R10747,0,0.0
R07392,1,3.0
R05872,0,7.0
R10587,0,5.0
R04533,1,4.0
R08431,0,7.0
R05485,0,7.0
R08450,0,7.0
R02047,1,4.0
R07079,0,4.0
R00084,0,5.0
R02096,0,5.0
R00174,1,5.0
R04919,0,4.0
R07711,0,4.0
R12119,1,4.0
R08070,0,7.0
R08637,0,7.0
R09846,0,0.0
R07380,0,0.0
R02152,0,5.0
R12310,0,7.0
R06880,0,7.0
R05279,0,4.0
R05387,0,3.0
R04065,1,4.0
R08933,0,5.0
R06457,0,7.0
R05114,0,5.0
R06709,0,7.0
R07726,0,7.0
R01682,0,3.0
R07602,1,4.0
R08312,0,4.0
R05567,0,4.0
R02287,0,5.0
R02494,1,0.0
R08272,0,4.0
R11111,1,4.0
R06522,0,0.0
R04837,0,4.0
R01354,1,2.0
R06659,0,7.0
R08818,0,7.0
R09278,0,7.0
R03408,0,4.0
R04759,0,4.0
R02910,0,5.0
R06520,0,0.0
R07477,0,5.0
R01160,0,5.0
R09672,0,0.0
R11945,1,6.0
R09260,0,7.0
R02267,0,1.0
R00513,0,5.0
R10891,0,0.0
R00470,0,3.0
R03719,0,5.0
R10637,0,7.0
R00623,1,4.0
R06198,0,5.0
R06684,0,5.0
R00375,1,5.0
R08734,0,1.0
R08024,0,7.0
R11059,1,4.0
R08980,1,4.0
R06652,0,7.0
R11202,0,0.0
R00915,0,7.0
R07550,0,7.0
R07790,0,7.0
R06760,0,7.0
R03617,0,0.0
R12604,0,4.0
R06029,0,5.0
R06273,0,5.0
R00965,1,3.0
R07668,0,5.0
R07897,1,3.0
R04909,0,3.0
R01360,0,3.0
R06162,0,5.0
R04906,0,2.0
R00278,0,4.0
R07258,1,5.0
R07355,1,4.0
R12661,0,0.0
R00372,0,5.0
R04937,0,0.0
R04784,0,3.0
R00922,1,4.0
R07448,0,4.0
R07047,0,4.0
R12196,0,0.0
R05470,0,7.0
R05085,1,5.0
R10812,0,5.0
R06779,0,7.0
R00677,0,4.0
R03864,0,7.0
R05945,0,7.0
R02297,1,5.0
R02484,1,5.0
R07945,0,4.0
R02408,1,3.0
R03038,1,2.0
R07491,1,4.0
R02129,0,7.0
R08882,0,7.0
R07031,0,0.0
R11552,0,7.0
R09521,0,4.0
R12701,0,5.0
R04552,1,4.0
R00257,0,2.0
R09426,0,5.0
R12590,0,2.0
R08664,0,4.0
R04660,0,5.0
R10506,0,7.0
R07273,0,5.0
R10632,0,5.0
R06147,0,0.0
R03201,0,7.0
R08189,0,0.0
R05041,0,7.0
R00571,1,2.0
R02631,0,5.0
R06791,0,7.0
R03079,0,7.0
R08766,0,3.0
R09441,0,4.0
R07625,0,5.0
R09443,1,0.0
R02985,0,0.0
R11264,0,1.0
R05602,0,3.0
R09109,0,4.0
R09365,1,5.0
R00471,0,3.0
R01289,1,3.0
R07707,0,7.0
R08222,0,5.0
R01082,1,3.0
R02537,0,4.0
R07887,0,2.0
R09118,0,7.0
R09170,0,7.0
R06256,0,7.0
R04794,0,0.0
R04971,0,7.0
R04739,1,4.0
R09420,1,4.0
R10866,0,4.0
R07165,0,4.0
R12447,0,5.0
R04746,1,3.0
R05108,0,7.0
R07428,0,7.0
R10635,0,4.0
R10074,1,4.0
R02769,0,5.0
R05677,0,7.0
R08170,0,3.0
R01369,0,0.0
R06325,0,7.0
R04190,1,5.0
R03674,0,7.0
R08314,0,0.0
R06548,0,7.0
R01641,1,5.0
R12366,1,4.0
R05395,0,4.0
R04501,1,4.0
R00713,1,4.0
R09394,0,3.0
R03645,1,4.0
R08229,0,5.0
R05612,0,5.0
R06259,1,5.0
R01890,1,5.0
R10586,0,5.0
R07809,1,0.0
R10831,1,0.0
R04553,0,5.0
R03363,1,0.0
R09673,0,0.0
R01481,1,4.0
R07872,0,1.0
R12410,0,2.0
R00268,1,4.0
R07619,0,5.0
R06356,0,4.0
R08961,0,4.0
R03838,0,5.0
R08643,0,5.0
R08351,0,0.0
R00729,0,4.0
R06715,0,5.0
R02245,0,5.0
R10213,0,7.0
R07994,0,7.0
R07469,0,7.0
R07427,0,7.0
R04890,0,4.0
R08383,0,4.0
R12558,0,1.0
R07455,0,4.0
R11422,0,5.0
R06724,0,7.0
R07949,0,7.0
R06888,0,4.0
R06885,0,3.0
R06983,1,4.0
R11165,1,5.0
R02671,0,5.0
R00377,1,5.0
R00379,1,5.0
R06328,0,7.0
R08320,0,7.0
R11122,0,5.0
R03713,0,4.0
R08336,0,7.0
R05416,0,4.0
R06891,0,4.0
R01207,0,1.0
R05504,0,4.0
R06202,1,0.0
R06196,0,7.0
R02921,0,5.0
R00710,1,4.0
R01286,1,3.0
R03476,0,7.0
R07627,1,0.0
R07016,0,7.0
R05542,0,7.0
R00746,1,4.0
R08337,0,7.0
R08187,0,0.0
R07048,0,4.0
R06518,1,0.0
R12335,0,7.0
R11268,0,4.0
R11178,0,7.0
R04182,0,5.0
R07088,0,4.0
R04929,1,5.0
R01937,0,4.0
R10750,0,7.0
R06093,1,0.0
R08958,0,4.0
R03491,0,0.0
R02518,0,3.0
R08459,0,7.0
R03381,0,4.0
R02332,0,5.0
R08310,1,4.0
R01815,0,4.0
R03652,1,2.0
R06446,0,7.0
R11254,0,7.0
R06050,1,5.0
R06238,1,5.0
R05956,0,5.0
R08945,1,4.0
R03716,0,4.0
R09735,1,5.0
R11998,0,5.0
R05910,0,5.0
R01648,0,5.0
R04918,0,7.0
R09467,0,7.0
R11314,0,7.0
R07216,0,7.0
R08268,0,4.0
R06883,0,4.0
R05202,0,5.0
R08249,0,0.0
R04734,1,3.0
R01561,1,5.0
R06854,0,4.0
R02350,0,5.0
R07104,0,4.0
R07620,1,5.0
R01218,1,4.0
R06875,1,0.0
R00551,1,0.0
R05866,0,7.0
R04495,0,5.0
R08287,0,4.0
R03479,1,5.0
R12136,0,7.0
R07837,0,4.0
R01838,1,4.0
R05415,0,4.0
R04654,0,5.0
R02295,1,5.0
R10727,0,7.0
R09220,0,0.0
R11117,0,7.0
R00529,1,5.0
R12188,1,3.0
R08848,0,7.0
R11244,0,7.0
R10151,0,7.0
R08842,0,7.0
R04294,1,4.0
R02978,0,4.0
R07089,0,4.0
R05580,0,5.0
R00872,0,0.0
R00488,0,0.0
R00744,0,7.0
R12562,0,5.0
R06335,0,7.0
R01512,1,5.0
R10996,1,4.0
R10373,0,4.0
R00161,1,5.0
R01015,1,1.0
R04771,1,5.0
R05871,0,7.0
R09037,0,5.0
R09856,0,5.0
R12069,0,4.0
R06510,0,7.0
R00405,1,2.0
R06781,0,7.0
R08038,0,7.0
R04678,0,4.0
R10948,1,2.0
